text,label
" I believe such things won ’ t be realized , just daydreaming . ",neutral
" Well , thanks for the suggestions . ",joy
 Never mind . ,neutral
" I don't need your help , jerk . ",anger
When I was teased by my friend for not scoring good marks in the exams.,anger
"She supposed she ought to feel apprehensive , but she felt only deep delight , and it seemed the most natural thing in the world to be making her way through the moonlight to Raynor . ",joy
When thieves broke into our neighbour's house and later we heard gunshots.,fear
Our only elder sister got married and started having pains in her abdomen and she was told that she could not have children. To our suprise she had a baby 2 months back.,joy
"Thora is a strong supporter of Help The Aged , and highly indignant that older people are often treated differently the moment they become pensioners . ",anger
 what gift ? ,neutral
 And . ,neutral
Some foreign students playing loud music before the biology exam.,anger
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ",neutral
 What face ? ,neutral
I received the message that I'd been accepted at the school where I really wanted to go.,joy
 And you didn't think to leave them my cell phone ? ,anger
 Nothing . I just feel very lonely in this city . I miss my family . ,sadness
When I was bringing in the shopping and nearly stood on a snake.,fear
Maria 's ( 3.5 years ) parents were concerned because of her severe headbanging at home . ,fear
Insulted by disgusting people.,anger
My grandmother's brother had taken active part in the resistance movement. He had been in prison many times and there he lost his health. He became an invalid. When we phoned to First Aid the nurse on duty behaved quite unkindly when she understood how old he was (79).,anger
 I'm afraid you can't . ,sadness
"George felt anxious that he had had no opportunity to be alone with Tamar , and so there had been no chance of warning her about the groom . ",fear
" To tell you the truth , I'm really nervous . I had a dream last night that I was being interviewed by a three-headed monster that kept trying to bite my head off . Oh , wow , my palms are sweaty just thinking about it . I just hope Ms . Mendoza won't be able to hear my teeth chattering . I just hope I get through this in one piece . ",fear
What did you say ? ,neutral
I was in a camp and went out for a walk at night on my own.  I lost  my way and spent several hours looking for the camp.,fear
" In the evening , we just sit and talk over dinner . But on the weekend , we try to go out to the beach or hit a nice restaurant , or go to a nice cafe . ",joy
 My exam . ,neutral
"Almost crashing my car, something which could have led to great problems.",fear
 Don ’ t touch that thermostat ! You don ’ t pay the bills around here ! ,anger
"Dan , Dan , dude . You have to come over to my house right now ! ",fear
 No . ,neutral
Relating to my closest family.,joy
 Billy ... ,sadness
" I have already known that . I didn't get the scholarship , right ? ",sadness
 What is it ? ,neutral
 My advisor ? ,neutral
I was with my boyfriend forgetting that I had left the house unlocked. Unfortunatly a thief came and stole all the kitchen utensils. Thereafter I was afraid of the consequences.,fear
 Don ’ t ever mention him . I ’ m getting over it . ,anger
I got lost in a foreign town. I did not know the language of that country and it took me hours to meet my friends again.,fear
 Two weeks ,joy
Not winning a medal in the swimming contest.,sadness
" Sounds great to me ! If they are willing , we could ask them to go dancing with us.That is excellent exercise and fun , too . ",joy
"The three of them started walking , followed by the excited crowd . ",joy
How about going to hear a country-and-western singer tonight ? ,joy
Waiting for my marks in a difficult subject.,fear
 My pleasure . ,joy
 You can ’ t take me to jail ! What about my sleigh ? It ’ s Christmas Eve ! I have presents to deliver ! Rudolph ! Prancer ! Dancer ! Get help ! ,anger
 Bye-bye . ,neutral
When I was notified that I had been accepted as a Psychology student.,joy
" Paranoid ? I ’ m not paranoid ! I ’ m cautious ! You see Dan , we have to be on guard at all time ! People just invade your privacy as if they knew you ! Telemarketers , solicitors , even your bank ! They have way too much information ! I like to keep everything on a need to know basis . ",fear
"I suffer form a disease of my muscles. However, I cannot talk about it and my feelings, the consequence with my parents. They try to repress it.",sadness
"My favourite horse died. We had tried our best to save him, but it was hopeless, he had to be shot.",sadness
"The  will be  into   and it will keep on saying, Is there any  A muslim hell fire.",fear
 what is it ? ,neutral
The London Irish Women 's Centre are pleased to announce that the Irish language classes for adults will continue with Siobhan Ni Neill on Fridays from 10.30 am to 12.30 starting on Feb 7 . ,joy
 How do you know that I didn ’ t try ? I just couldn ’ t manage it . ,anger
I was watching television. It was about midnight when a very dear friend called saying that his father had died in an accident.,sadness
"I 'm absolutely delighted that we achieved what we set out to do at the beginning of the week , which was to ensure that the Ryder Cup stayed on this side of the Atlantic . ",joy
"I get lightheaded whenever they show surgical procedures on TV, my knees start to hurt, eyes squint, stomach turns, I'm such a pussy. ",fear
 I drew a blank on the algebra test . ,sadness
The time I was threatened with expulsion from secondary school (form four).,fear
 It's unfair . ,anger
"I wrote a difficult Exam at one time while in my Secodary School. When the results were announced on the radio, I came second out of 80 students hence I felt joy.",joy
 It's the holidays ! Everybody knows how hard it is to get tickets ! ,anger
 Yes . ,neutral
" I don ’ t slurp my coffee . And plus , how can you hear it when you ’ re shouting into your phone all the time ? ",anger
 Sure . ,neutral
" That ’ s bogus . I don't feel any stress at work , and my love life is practically nonexistent . This zodiac stuff is all a bunch of nonsense . ",neutral
Hello ? ,neutral
Sadness - this is an emotion which I have felt very often recently. I can't remember a concrete example. I will describe my general impression from severl situations which evoked this feeling in me.,sadness
When a good friend with whom I had an intimate relationship made clear that he didn't want to continue in the same way. He choose his girlfriend (also a friend of mine).,sadness
"` Give over , will yer , "" pleaded the disconsolate convener , slapping jam on his butty . ",sadness
When I was faced with writing an essay and I didn't want to do it I was angry that I had to write an essay and angry at myself for not having the time to write a good essay.,anger
"A Maori language oral test, yeaterday - Although I had studied intensely - once in the examiners room \I blew it\"" -  I was so nervous I couldn't reply easily - It was very important, but I got only blankness.""",fear
The same as for SHAME and DISGUST. I was asked to resign my sorority which I did because I was ashamed.,sadness
 OK . ,neutral
 It is depressing to hear the price goes higher and higher . ,sadness
" No , I don't . I just don't know how to handle this . This is my first time , you know . ",sadness
"When, after a week at school, a teacher sent a note home saying that my son was inattentive and unable to do his lessons.",anger
` Those poor little girls must be frightened out of their minds ! ,fear
 Why ? ,neutral
 Wait a sec . ,neutral
"When my friend promised that she would come to my place, and did not turn up - I was annoyed at her.",anger
"Expressing his delight at being appointed , he said : ` This is the one job I had hoped for . "" ",joy
 It's fun . ,joy
Getting a phone call from a very old friend.,joy
"During the Xmas holiday, I and my best friend at Secondary School had planned to meet at a Cultural afternoon at the Mt. Soche Hotel after missing each other for such a long time. When I asked my mother for permission, she told me not to go for no good reason. I felt very angry with her.",anger
 Sure . So what about you ? Do you have any hobbies ? ,joy
Nails became miserable with anxiety . ,sadness
 I'm tired of your cut-and-dried opinions . Who do you think you are ! ,anger
When I realized that it was impossible for me to be as free as I had imagined and that I could not do anything about it.,sadness
My last genetics midterm - a decent grade.,joy
 I'm worried that everything will be chaotic ! ,fear
 I don ’ t think you ’ re right there . ,neutral
Finding out that a boy I do not like is in love with me.,fear
Women traditionally show their grief more than men . ,sadness
 What is it ? ,neutral
John Parsons in Nice is saddened to see the former world No 1 humbled in another comeback attempt at the age of 35 ,sadness
 Yes . ,neutral
"` How pleased your uncle will be , "" said Finn , loitering for hot shaving water . ",joy
 I hope so . ,neutral
When I met my girlfriend - I had not counted on that.,joy
"I do feel like a trip to Florida on such a gloomy day in New York , to enjoy the sunshine while lying on the beaches of Florida . ",joy
" With everything , with everybody , with all this ! ",anger
"The first day that I was close to a dead body, in my third year at university, school of medicine.",fear
The Oracle clearly becomes very anxious about this and demands to know their business . ,fear
Ah ! No ! Damn it ! ,anger
 Why ? ,neutral
